Date,Open,High,Low,Close,Adj Close,Volume
2018-03-15,275.880005,276.609985,274.429993,275.000000,252.486618,83433000
2018-03-16,274.500000,275.390015,274.140015,274.200012,252.760406,100343700
2018-03-19,273.350006,274.399994,268.619995,270.489990,249.340408,109208400
2018-03-20,270.940002,271.670013,270.179993,270.950012,249.764557,59757300
2018-03-21,270.899994,273.269989,270.190002,270.429993,249.285202,78709600
2018-03-22,267.910004,268.869995,263.359985,263.670013,243.053757,148785900
2018-03-23,264.170013,264.540009,257.829987,258.049988,237.873123,183534800
2018-03-26,262.130005,265.429993,259.410004,265.109985,244.381119,141956100
2018-03-27,266.170013,266.769989,258.839996,260.600006,240.223785,129941400
2018-03-28,260.750000,262.640015,258.579987,259.829987,239.513947,146452300
2018-03-29,261.119995,265.260010,259.839996,263.149994,242.574371,111601600
2018-04-02,262.549988,263.130005,254.669998,257.470001,237.338470,186286300
2018-04-03,258.869995,261.309998,256.839996,260.769989,240.380493,119956900
2018-04-04,256.750000,264.359985,256.600006,263.559998,242.952362,123715300
2018-04-05,265.549988,266.640015,264.320007,265.640015,244.869705,82652600
2018-04-06,263.420013,265.109985,258.000000,259.720001,239.412552,179521200
2018-04-09,261.369995,264.839996,259.940002,261.000000,240.592499,105442900
2018-04-10,264.269989,266.040009,262.980011,265.149994,244.418091,103529000
2018-04-11,263.470001,265.640015,263.390015,263.760010,243.136673,91140200
2018-04-12,265.260010,267.000000,265.059998,265.929993,245.136993,68890500
2018-04-13,267.410004,267.540009,264.010010,265.149994,244.418091,85079200
2018-04-16,267.000000,268.200012,266.070007,267.329987,246.427536,63405300
2018-04-17,269.329987,270.869995,268.750000,270.190002,249.063919,64682000
2018-04-18,270.690002,271.299988,269.869995,270.390015,249.248306,57303900
2018-04-19,269.649994,269.880005,267.720001,268.890015,247.865631,77655900
2018-04-20,268.809998,269.059998,265.609985,266.609985,245.763855,99953100
2018-04-23,267.260010,267.890015,265.350006,266.570007,245.727005,65558000
2018-04-24,267.730011,267.980011,261.279999,262.980011,242.417709,112885500
2018-04-25,262.910004,264.130005,260.850006,263.630005,243.016846,103840900
2018-04-26,264.790009,267.250000,264.290009,266.309998,245.487305,67731900
2018-04-27,267.000000,267.339996,265.500000,266.559998,245.717743,57053600
2018-04-30,267.260010,267.890015,264.429993,264.510010,243.828033,82182300
2018-05-01,263.869995,265.100006,262.109985,264.980011,244.261353,74203400
2018-05-02,264.760010,265.679993,262.760010,263.200012,242.620468,86368900
2018-05-03,262.260010,263.359985,259.049988,262.619995,242.085815,136311500
2018-05-04,261.519989,266.790009,261.149994,266.019989,245.219986,91222100
2018-05-07,266.890015,268.019989,266.109985,266.920013,246.049606,55304900
2018-05-08,266.500000,267.329987,265.149994,266.920013,246.049606,67499200
2018-05-09,267.679993,269.869995,267.089996,269.500000,248.427902,59666100
2018-05-10,270.339996,272.390015,270.220001,272.019989,250.750885,72063900
2018-05-11,272.160004,273.149994,271.579987,272.850006,251.516022,59871500
2018-05-14,273.339996,274.079987,272.359985,272.980011,251.635788,54790600
2018-05-15,271.589996,271.609985,270.029999,271.100006,249.902786,87036100
2018-05-16,271.140015,272.760010,271.109985,272.239990,250.953598,53942600
2018-05-17,271.940002,273.230011,271.130005,272.010010,250.741638,56536400
2018-05-18,271.619995,272.029999,270.929993,271.329987,250.114746,64368000
2018-05-21,273.010010,273.980011,272.570007,273.369995,251.995270,58025900
2018-05-22,273.959991,274.250000,272.239990,272.609985,251.294693,52966400
2018-05-23,271.170013,273.390015,270.989990,273.359985,251.986038,64694200
2018-05-24,272.910004,273.220001,270.779999,272.799988,251.469818,76043800
2018-05-25,272.149994,272.859985,271.579987,272.149994,250.870712,56374800
2018-05-29,270.309998,271.170013,267.760010,269.019989,247.985397,115908600
2018-05-30,270.500000,273.109985,270.420013,272.609985,251.294693,69678400
2018-05-31,272.149994,272.489990,270.260010,270.940002,249.755280,93519900
2018-06-01,272.410004,273.940002,272.329987,273.600006,252.207367,71258400
2018-06-04,274.529999,275.190002,274.260010,274.899994,253.405701,45385200
2018-06-05,275.049988,275.529999,274.179993,275.100006,253.590027,51135000
2018-06-06,275.790009,277.519989,275.089996,277.399994,255.710144,62732200
2018-06-07,277.950012,278.279999,276.339996,277.369995,255.682526,72969400
2018-06-08,276.850006,278.250000,276.660004,278.190002,256.438446,72139700
2018-06-11,278.440002,279.369995,278.309998,278.559998,256.779480,58892500
2018-06-12,279.029999,279.329987,278.190002,278.920013,257.111328,72329000
2018-06-13,279.190002,279.480011,277.799988,278.029999,256.290924,79070600
2018-06-14,279.010010,279.329987,278.059998,278.730011,256.936218,77097600
2018-06-15,276.600006,277.510010,275.350006,277.130005,256.608429,120041600
2018-06-18,275.489990,276.700012,274.950012,276.559998,256.080658,52917600
2018-06-19,274.000000,275.750000,273.529999,275.500000,255.099167,97531500
2018-06-20,276.269989,276.720001,275.589996,275.970001,255.534317,53785500
2018-06-21,275.959991,275.980011,273.679993,274.239990,253.932434,71061400
2018-06-22,275.660004,275.790009,274.489990,274.739990,254.395370,54898500
2018-06-25,273.440002,273.619995,269.100006,271.000000,250.932343,137854200
2018-06-26,271.640015,272.559998,270.790009,271.600006,251.487885,68547400
2018-06-27,272.260010,273.869995,269.179993,269.350006,249.404541,105110700
2018-06-28,269.290009,271.750000,268.489990,270.890015,250.830490,76650500
2018-06-29,272.119995,273.660004,271.149994,271.279999,251.191650,97592500
2018-07-02,269.510010,272.040009,269.239990,271.859985,251.728607,63554800
2018-07-03,272.869995,272.980011,270.420013,270.899994,250.839767,42187100
2018-07-05,272.170013,273.179993,270.959991,273.109985,252.886032,56925900
2018-07-06,273.140015,275.839996,272.709991,275.420013,255.025009,66493700
2018-07-09,276.549988,277.959991,276.500000,277.899994,257.321411,50550400
2018-07-10,278.410004,279.010010,278.079987,278.899994,258.247345,51966800
2018-07-11,277.149994,278.040009,276.519989,276.859985,256.358398,77054700
2018-07-12,278.279999,279.429993,277.600006,279.369995,258.682556,60124700
2018-07-13,279.170013,279.929993,278.660004,279.589996,258.886230,48216000
2018-07-16,279.640015,279.799988,278.839996,279.339996,258.654724,48201000
2018-07-17,278.470001,280.910004,278.410004,280.470001,259.701080,52315500
2018-07-18,280.559998,281.179993,280.059998,281.059998,260.247437,44593500
2018-07-19,280.309998,280.739990,279.459991,280.000000,259.265869,61412100
2018-07-20,279.769989,280.480011,279.500000,279.679993,258.969543,82337700
2018-07-23,279.450012,280.429993,279.059998,280.200012,259.451080,47047600
2018-07-24,281.790009,282.559998,280.630005,281.609985,260.756622,68026900
2018-07-25,281.329987,284.369995,281.279999,284.010010,262.979034,78882900
2018-07-26,283.200012,284.109985,283.089996,283.339996,262.358521,57919500
2018-07-27,283.709991,283.820007,280.380005,281.420013,260.580719,76768700
2018-07-30,281.510010,281.690002,279.359985,279.950012,259.219666,63742500
2018-07-31,280.809998,282.019989,280.380005,281.329987,260.497406,68570500
2018-08-01,281.559998,282.130005,280.130005,280.859985,260.062225,53853300
2018-08-02,279.390015,282.579987,279.160004,282.390015,261.478973,63426400
2018-08-03,282.529999,283.660004,282.329987,283.600006,262.599335,53935400
2018-08-06,283.640015,284.989990,283.200012,284.640015,263.562286,39400900
2018-08-07,285.390015,286.010010,285.239990,285.579987,264.432587,43196600
2018-08-08,285.390015,285.910004,284.940002,285.459991,264.321564,42114600
2018-08-09,285.529999,285.970001,284.920013,285.070007,263.960449,35717000
2018-08-10,283.450012,284.059998,282.359985,283.160004,262.191833,77076000
2018-08-13,283.470001,284.160004,281.769989,282.100006,261.210419,65732900
2018-08-14,282.920013,284.170013,282.480011,283.899994,262.877106,43842000
2018-08-15,282.380005,282.540009,280.160004,281.779999,260.914063,102925400
2018-08-16,283.399994,285.040009,283.359985,284.059998,263.025177,69967900
2018-08-17,283.829987,285.559998,283.369995,285.059998,263.951172,65618500
2018-08-20,285.570007,285.970001,285.059998,285.670013,264.515991,39807500
2018-08-21,286.250000,287.309998,285.709991,286.339996,265.136383,67272000
2018-08-22,285.880005,286.760010,285.579987,286.170013,264.979034,44993300
2018-08-23,285.970001,286.940002,285.429993,285.790009,264.627136,49204900
2018-08-24,286.440002,287.670013,286.380005,287.510010,266.219788,57487400
2018-08-27,288.859985,289.899994,288.679993,289.779999,268.321655,57072400
2018-08-28,290.299988,290.420013,289.399994,289.920013,268.451324,46943500
2018-08-29,290.160004,291.739990,289.890015,291.480011,269.895813,61485500
2018-08-30,290.940002,291.359985,289.630005,290.299988,268.803162,61229500
2018-08-31,289.839996,290.809998,289.290009,290.309998,268.812408,66140800
2018-09-04,289.839996,290.209991,288.679993,289.809998,268.349487,57594400
2018-09-05,289.410004,289.640015,287.890015,289.029999,267.627197,72452400
